publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	preceding_publication_title_id	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	publication_type	access_type	zdb_id	gokb_tipp_uid	gokb_title_uid
Communicating Corporate Social Responsibility: Perspectives and Practice	978-1-78350-795-5	978-1-78350-796-2							https://www.emerald.com/insight/publication/doi/10.1108/S2043-9059%282014%296	Lambooy	10.1108/S2043-9059(2014)6		Fulltext		Emerald		2014-07-29	2014-07-29	6		Tench		Monograph	P		2c66f2e0-d534-4ff9-91b8-5e9294522efc	7ba28bec-5783-4e0f-89ed-c64cd493f70c
Organizational Transformation and Scientific Change: The Impact of Institutional Restructuring on Universities and Intellectual Innovation	978-1-78350-684-2	978-1-78350-683-5							https://www.emerald.com/insight/publication/doi/10.1108/S0733-558X201442	Benninghoff	10.1108/S0733-558X201442		Fulltext		Emerald		2014-07-26	2014-07-26	42		Whitley		Monograph	P		84501223-9268-4f2e-bd7a-37eeb79ce930	eb531256-6b87-47e8-b76e-4ec9a74a773d
Advances in Group Processes	978-1-78441-078-0	978-1-78441-077-3							https://www.emerald.com/insight/publication/doi/10.1108/S0882-6145201431	Berger	10.1108/S0882-6145201431		Fulltext		Emerald		2014-07-26	2014-07-26	31				Monograph	P		0ca5dfad-e6a8-4a38-926c-90bc4f9f7cd2	bc86f551-b67c-4284-9c98-e03ff1788e74
Advances in Librarianship	978-1-78350-469-5	978-1-78350-470-1							https://www.emerald.com/insight/publication/doi/10.1108/S0065-2830201438	Hoeve	10.1108/S0065-2830201438		Fulltext		Emerald		2014-07-24	2014-07-24	38		Woodsworth		Monograph	P		da9b43eb-363b-4c77-a1ba-55eb89590fc9	933b6e7e-f32f-472f-add1-202ee7116bbe
Research in Organizational Change and Development	978-1-78350-311-7	978-1-78350-312-4							https://www.emerald.com/insight/publication/doi/10.1108/S0897-3016201422	Quinn	10.1108/S0897-3016201422		Fulltext		Emerald		2014-07-23	2014-07-23	22		Shani		Monograph	P		f4e52c17-4517-4ed4-a722-c39138eadae7	25d9c504-0fb2-4e74-9d81-a7cf89407ab5
Ethics, Governance and Corporate Crime: Challenges and Consequences	978-1-78350-673-6	978-1-78350-674-3							https://www.emerald.com/insight/publication/doi/10.1108/S2043-052320146	Said	10.1108/S2043-052320146		Fulltext		Emerald		2014-07-18	2014-07-18	6		Said		Monograph	P		71ae436b-4e4a-4e26-81ca-5b112cf89bb5	d4404ab7-93f9-4420-9fc1-15b54777b4f9
Contemporary Perspectives on Organizational Social Networks	978-1-78350-751-1	978-1-78350-752-8							https://www.emerald.com/insight/publication/doi/10.1108/S0733-558X%282014%2940	Zuckerman	10.1108/S0733-558X(2014)40		Fulltext		Emerald		2014-07-15	2014-07-15	40		Brass		Monograph	P		efbf3b93-009a-4b7d-91ab-e73f1d4b7076	fbaf1df9-cd75-4cde-aa22-3ec36ab42b90
Innovative Pathways for University Entrepreneurship in the 21st Century	978-1-78350-498-5	978-1-78350-497-8							https://www.emerald.com/insight/publication/doi/10.1108/S1048-4736201424	Morris	10.1108/S1048-4736201424		Fulltext		Emerald		2014-07-11	2014-07-11	24		Hoskinson		Monograph	P		ae1ac872-25c7-43b6-953d-54e56f86bc94	857a86f2-b8c0-4f89-8b5c-f7a2eba9fb6f
Advances in Accounting Education: Teaching and Curriculum Innovations	978-1-78350-851-8	978-1-78350-848-8							https://www.emerald.com/insight/publication/doi/10.1108/S1085-4622201415	Bianco	10.1108/S1085-4622201415		Fulltext		Emerald		2014-07-08	2014-07-08	15		Feldmann		Monograph	P		ffb0eac5-b528-48e5-b775-e8f7e17d2a44	7edb749e-a940-4e4a-9276-64074ab47f9d
Socially Responsible Investment in the 21st Century: Does it Make a Difference for Society?	978-1-78350-467-1	978-1-78350-468-8							https://www.emerald.com/insight/publication/doi/10.1108/S2043-905920147	Hebb	10.1108/S2043-905920147		Fulltext		Emerald		2014-07-07	2014-07-07	7		Louche		Monograph	P		78008445-46d9-4525-ab17-e6bbe950eb66	e7ae9271-62c9-4e69-ba61-73cb4460f4cb
Research in Personnel and Human Resources Management	978-1-78350-847-1	978-1-78350-824-2							https://www.emerald.com/insight/publication/doi/10.1108/S0742-7301201432	Bellairs	10.1108/S0742-7301201432		Fulltext		Emerald		2014-07-01	2014-07-01	32		Buckley		Monograph	P		9bfb117b-7bcf-4a4d-895e-a975a50fd674	219c058f-0179-4b69-b344-ca6fb20b89ce
Signs that Markets are Coming Back	978-1-78350-931-7	978-1-78350-918-8							https://www.emerald.com/insight/publication/doi/10.1108/S0196-3821201430	Li	10.1108/S0196-3821201430		Fulltext		Emerald		2014-06-30	2014-06-30	30		Kensinger		Monograph	P		cd9acdd7-ed0c-49f3-9357-72446f956e36	b9119a1b-3df1-4257-80f8-075c1453e51b
Understanding Terrorism	978-1-78350-827-3	978-1-78350-828-0							https://www.emerald.com/insight/publication/doi/10.1108/S1572-8323%282014%2922	Locatelli	10.1108/S1572-8323(2014)22		Fulltext		Emerald		2014-06-21	2014-06-21	22		Caruso		Monograph	P		f2279c61-59e7-4d4b-8cbc-c4c7258508f8	a3046a07-face-4a86-9f10-7edc95e9015a
Evaluating Companies for Mergers and Acquisitions	978-1-78350-622-4	978-1-78350-621-7							https://www.emerald.com/insight/publication/doi/10.1108/S1876-066X201430		10.1108/S1876-066X201430		Fulltext		Emerald		2014-06-20	2014-06-20	30		Hassan		Monograph	P		0e3e5eee-5d07-411f-82c7-97904841a511	132f17f4-c246-4362-9097-b069dcb9e215
Performance Measurement and Management Control: Behavioral Implications and Human Actions	978-1-78350-377-3	978-1-78350-378-0							https://www.emerald.com/insight/publication/doi/10.1108/S1479-3512201428	Epstein	10.1108/S1479-3512201428		Fulltext		Emerald		2014-06-10	2014-06-10	28		Davila		Monograph	P		41b82d89-72d6-4b9c-a317-80cc4b8d1eac	a5e02167-88e7-4990-9a7e-e0dc695fcf80
Practical and Theoretical Implications of Successfully Doing Difference in Organizations	978-1-78350-677-4	978-1-78350-678-1							https://www.emerald.com/insight/publication/doi/10.1108/S2051-2333%282014%291		10.1108/S2051-2333(2014)1		Fulltext		Emerald		2014-06-10	2014-06-10	1		Pompper		Monograph	P		fba7df32-627a-409e-a181-00f921e1229b	e4a32558-f426-4174-9c24-39cd3c86e257
Building Resilient Urban Communities	978-1-78350-905-8	978-1-78350-906-5							https://www.emerald.com/insight/publication/doi/10.1108/S2040-7262201415	Shaw	10.1108/S2040-7262201415		Fulltext		Emerald		2014-05-02	2014-05-02	15		Joerin		Monograph	P		531f442c-07d1-4f99-b1fd-d481d38da560	79936e8c-590b-4593-96c5-448fe6cbaf20
Macroeconomic Analysis and International Finance	978-1-78350-755-9	978-1-78350-756-6							https://www.emerald.com/insight/publication/doi/10.1108/S1571-0386201423	Bordo	10.1108/S1571-0386201423		Fulltext		Emerald		2014-04-26	2014-04-26	23		Kouretas		Monograph	P		83c98049-7caf-4d0e-8f3f-fb934ba2a1e1	b950e344-7550-4475-acb4-860f22149809
Religion and Organization Theory	978-1-78190-692-7	978-1-78190-693-4							https://www.emerald.com/insight/publication/doi/10.1108/S0733-558X201441	Weaver	10.1108/S0733-558X201441		Fulltext		Emerald		2014-04-16	2014-04-16	41		Tracey		Monograph	P		39c99a59-d783-4530-951d-611aa3467585	3e07f9a7-9e33-454b-94cb-8c14666bbd36
Advances in Library Administration and Organization	978-1-78190-744-3	978-1-78190-745-0							https://www.emerald.com/insight/publication/doi/10.1108/S0732-0671%282014%2932	Griffis	10.1108/S0732-0671(2014)32		Fulltext		Emerald		2014-03-29	2014-03-29	32		Williams		Monograph	P		80edbf34-267b-456b-ade5-c7db0b2beb0e	ee053d99-183a-4612-8a90-83866b406d60
The Law and Economics of Class Actions	978-1-78350-951-5	978-1-78350-952-2							https://www.emerald.com/insight/publication/doi/10.1108/S0193-5895201426	Langenfeld	10.1108/S0193-5895201426		Fulltext		Emerald		2014-03-28	2014-03-28	26		Langenfeld		Monograph	P		027a2932-e342-4199-a561-179b918ed9fb	1388f1c9-45b0-4f41-89b7-e6ab9ba9c1b8
Research in Economic History	978-1-78350-487-9	978-1-78350-488-6							https://www.emerald.com/insight/publication/doi/10.1108/S0363-3268%282014%2930	Eloranta	10.1108/S0363-3268(2014)30		Fulltext		Emerald		2014-03-28	2014-03-28	30		Hanes		Monograph	P		66d76d31-53b2-4864-a87d-384685c733a0	22bb916b-954f-4c68-8601-45ff7c27f105
Leading in Health Care Organizations: Improving Safety, Satisfaction and Financial Performance	978-1-78190-633-0	978-1-78190-634-7							https://www.emerald.com/insight/publication/doi/10.1108/S1474-8231%282013%2914	Kitzmiller	10.1108/S1474-8231(2013)14		Fulltext		Emerald		2014-02-07	2014-02-07	14		Simons		Monograph	P		5ce2945a-14bd-4bc8-b97d-6285e04f9006	c0c2a5f2-847a-44f0-9aca-e63b1636495c
International Business and Sustainable Development	978-1-78190-989-8	978-1-78190-990-4							https://www.emerald.com/insight/publication/doi/10.1108/S1745-8862%282013%298	Wolf	10.1108/S1745-8862(2013)8		Fulltext		Emerald		2014-01-04	2014-01-04	8		Tulder		Monograph	P		022eaee4-6937-41e7-a1a5-833502e394f9	6b112512-b400-497d-a381-1c5f3d2c9b31
Health and Inequality	978-1-78190-553-1	978-1-78190-554-8							https://www.emerald.com/insight/publication/doi/10.1108/S1049-2585%282013%2921	Aristondo	10.1108/S1049-2585(2013)21		Fulltext		Emerald		2013-12-30	2013-12-30	21		Dias		Monograph	P		d0c59c4c-ed2c-4102-8e24-0fe1c5cfce9d	1d90c95a-b68f-465e-b5a6-1864af1647f8
Geographies of Tourism	978-1-78190-212-7	978-1-78190-261-5							https://www.emerald.com/insight/publication/doi/10.1108/S1571-5043%282013%2919	Wilson	10.1108/S1571-5043(2013)19		Fulltext		Emerald		2013-12-30	2013-12-30	19		Wilson		Monograph	P		81453aa1-d575-4ced-9a19-bad0a9626ce0	692de214-2b98-484d-bc7c-5e098e7fdac3
Cooperation for a Peaceful and Sustainable World Part 2	978-1-78190-655-2	978-1-78190-656-9							https://www.emerald.com/insight/publication/doi/10.1108/S1572-8323%282013%2920B	Chaofeng	10.1108/S1572-8323(2013)20B		Fulltext		Emerald		2013-12-30	2013-12-30	20 Part 2		Junsheng		Monograph	P		7258ed44-464d-4600-b902-6beb83de93b5	47e55125-06f9-4c5b-9233-e393be21c37b
Looking for Consensus?: Civil Society, Social Movements and Crises for Public Management	978-1-78190-724-5	978-1-78190-725-2							https://www.emerald.com/insight/publication/doi/10.1108/S2045-7944%282013%292	Chesters	10.1108/S2045-7944(2013)2		Fulltext		Emerald		2013-12-30	2013-12-30	2		Diamond		Monograph	P		7a6e1585-c6db-4f65-aea2-fad6cc59c20e	0dcf4786-b702-4968-80bf-8ac6674673fa
Sustainable Aviation Futures	978-1-78190-595-1	978-1-78190-596-8							https://www.emerald.com/insight/publication/doi/10.1108/S2044-9941%282013%294	Bows-Larkin	10.1108/S2044-9941(2013)4		Fulltext		Emerald		2013-12-23	2013-12-23	4		Budd		Monograph	P		83070d58-64ec-4dba-9b47-60a7186dc6b7	7c482bc4-54dc-47ce-aa9a-05215dd2a3a8
New Analyses of Worker Well-Being	978-1-78350-056-7	978-1-78350-057-4							https://www.emerald.com/insight/publication/doi/10.1108/S0147-9121%282013%2938	Bartik	10.1108/S0147-9121(2013)38		Fulltext		Emerald		2013-12-20	2013-12-20	38		Polachek		Monograph	P		53b37f74-4a82-4aa1-8591-fe543c9462cb	9e62f392-36bf-4337-b111-3c1aca8d15ad
Annual Review of Health Care Management: Revisiting The Evolution of Health Systems Organization	978-1-78350-715-3	978-1-78350-716-0							https://www.emerald.com/insight/publication/doi/10.1108/S1474-8231%282013%2915	Shortell	10.1108/S1474-8231(2013)15		Fulltext		Emerald		2013-12-19	2013-12-19	15		Goes		Monograph	P		48ecf7d9-652f-46aa-8521-c7d79f17dd09	b400d212-1175-400a-9f29-697e78b85065
Risks and Conflicts: Local Responses to Natural Disasters	978-1-78190-820-4	978-1-78190-821-1							https://www.emerald.com/insight/publication/doi/10.1108/S2040-7262%282013%2914	Shaw	10.1108/S2040-7262(2013)14		Fulltext		Emerald		2013-12-17	2013-12-17	14		Neef		Monograph	P		c42778b7-ed35-4e1c-8b22-a9d5de6a4d37	50c23424-2f3d-43a7-90f6-597f23faaa53
Water Insecurity: A Social Dilemma	978-1-78190-882-2	978-1-78190-883-9							https://www.emerald.com/insight/publication/doi/10.1108/S2040-7262%282013%2913	DasGupta	10.1108/S2040-7262(2013)13		Fulltext		Emerald		2013-12-16	2013-12-16	13		Abedin		Monograph	P		9950c8eb-f245-44ca-b0ab-38f35a8b4c56	103b20a5-73ed-43c3-9353-d588f73c64a3
Structural Econometric Models	978-1-78350-052-9	978-1-78350-053-6							https://www.emerald.com/insight/publication/doi/10.1108/S0731-9053%282013%2931	Hu	10.1108/S0731-9053(2013)31		Fulltext		Emerald		2013-12-13	2013-12-13	31		Choo		Monograph	P		71f33400-6d43-4be6-8e7f-0cbd7f827a91	23d6a82b-8e6e-493a-9a2d-d555a8b68a18
VAR Models in Macroeconomics – New Developments and Applications: Essays in Honor of Christopher A. Sims	978-1-78190-752-8	978-1-78190-753-5							https://www.emerald.com/insight/publication/doi/10.1108/S0731-9053%282013%2932		10.1108/S0731-9053(2013)32		Fulltext		Emerald		2013-12-13	2013-12-13	32				Monograph	P		9aa7f63d-275d-4ae4-99e8-11bbc650c4fc	74150b18-37b3-449d-af9f-a6764631c140
Accounting and Control for Sustainability	978-1-78052-766-6	978-1-78052-767-3							https://www.emerald.com/insight/publication/doi/10.1108/S1479-3512%282013%2926	Gangi	10.1108/S1479-3512(2013)26		Fulltext		Emerald		2013-12-10	2013-12-10	26		Songini		Monograph	P		8603c9fe-3a1b-4c64-b196-b1c3ffb2ff32	bb21d0df-f75f-4bad-b305-774a3f34f833
Sharing Ownership, Profits, and Decision-Making in the 21st Century	978-1-78190-750-4	978-1-78190-751-1							https://www.emerald.com/insight/publication/doi/10.1108/S0885-3339%282013%2914	Hashi	10.1108/S0885-3339(2013)14		Fulltext		Emerald		2013-12-09	2013-12-09	14		Kruse		Monograph	P		49946fa4-71c9-43d7-91fa-e71f778ae50a	a9999e62-ad65-4482-98d2-48f26fb064fc
Advances in Financial Economics	978-1-78350-120-5	978-1-78350-120-5							https://www.emerald.com/insight/publication/doi/10.1108/S1569-3732%282013%2916	Akyol	10.1108/S1569-3732(2013)16		Fulltext		Emerald		2013-12-09	2013-12-09	16		John		Monograph	P		13962a64-8828-41f6-a611-91585e4333c5	7982ce3c-14e9-4f2d-9b1f-9eddda4847ec
Consumer Culture Theory	978-1-78190-810-5	978-1-78190-811-2							https://www.emerald.com/insight/publication/doi/10.1108/S0885-2111%282013%2915	Harrison	10.1108/S0885-2111(2013)15		Fulltext		Emerald		2013-12-06	2013-12-06	15		Belk		Monograph	P		f5d62179-d260-416c-8da7-ddd2238aa5d1	335ade36-f631-4613-852e-47b1250586a2
Organizational Generativity: The Appreciative Inquiry Summit and a Scholarship of Transformation	9781848554887	978-1-78190-330-8							https://www.emerald.com/insight/publication/doi/10.1108/S1475-9152%282013%294	Zandee	10.1108/S1475-9152(2013)4		Fulltext		Emerald		2013-12-05	2013-12-05	4		Cooperrider		Monograph	P		c24b539c-1edc-4754-9b4f-128d81667f89	002ed807-5adb-4a16-8f24-a6d350f5d5df
Experiments in Financial Economics	978-1-78350-140-3	978-1-78350-141-0							https://www.emerald.com/insight/publication/doi/10.1108/S0193-2306%282013%2916	Rabanal	10.1108/S0193-2306(2013)16		Fulltext		Emerald		2013-12-02	2013-12-02	16		Collins		Monograph	P		ab2e4166-baff-490f-9475-03bf4d87162f	04b20bfd-07e5-47f8-b84b-8743809824c0
Accounting in Central and Eastern Europe	978-1-78190-938-6	978-1-78190-939-3							https://www.emerald.com/insight/publication/doi/10.1108/S1479-3563%282013%2913	Varan	10.1108/S1479-3563(2013)13		Fulltext		Emerald		2013-12-02	2013-12-02	13		Albu		Monograph	P		637e1746-06e1-4e84-a3cb-e1daddcacf48	7327669d-068e-41a2-9dad-0b94a3f576d7
Different Paths to Curbing Corruption	978-1-78190-730-6	978-1-78190-731-3							https://www.emerald.com/insight/publication/doi/10.1108/S0732-1317%282013%2923	Johnston	10.1108/S0732-1317(2013)23		Fulltext		Emerald		2013-11-26	2013-11-26	23		Quah		Monograph	P		8a672c8c-1acc-4bdf-ac9a-62fedd6cd086	e1466149-ce8c-419c-bd61-37ce1dee7aed
Documents related to John Maynard Keynes, institutionalism at Chicago & Frank H. Knight	978-1-78350-060-4	978-1-78350-061-1							https://www.emerald.com/insight/publication/doi/10.1108/S0743-4154%282013%2931B	Nolan	10.1108/S0743-4154(2013)31B		Fulltext		Emerald		2013-11-22	2013-11-22	31B		Emmett		Monograph	P		fba5c414-cd01-4dd4-9bf5-6877fc3c5327	c23ef13b-3cdb-47dc-b023-0421a8442698
Intellectual Capital and Public Sector Performance	978-1-78350-168-7	978-1-78350-169-4							https://www.emerald.com/insight/publication/doi/10.1108/S1479-3512%282013%2927		10.1108/S1479-3512(2013)27		Fulltext		Emerald		2013-11-18	2013-11-18	27		Kamaruddin		Monograph	P		6dd672a9-cc0a-463c-b6cb-19885c1b650e	45d2bd71-29e5-4feb-a145-8a2bc664f558
Applications of Management Science	978-1-78190-956-0	978-1-78190-957-7							https://www.emerald.com/insight/publication/doi/10.1108/S0276-8976%282013%2916	Gou	10.1108/S0276-8976(2013)16		Fulltext		Emerald		2013-11-11	2013-11-11	16		Lawrence		Monograph	P		a86e5535-c090-4832-adad-5e2583cc439e	fd91d7d1-9ecc-43d3-8723-6b84d4b1c1f8
A Research Annual	978-1-78350-058-1	978-1-78350-059-8							https://www.emerald.com/insight/publication/doi/10.1108/S0743-4154%282013%2931A	Mueller	10.1108/S0743-4154(2013)31A		Fulltext		Emerald		2013-10-29	2013-10-29	31A		Biddle		Monograph	P		e1a6e76e-ca2d-485d-a287-6bc83b724c60	19d8cd04-b214-4d1d-b869-c3665e4860e3
Nuclear Disarmament: Regional Perspectives on Progress	978-1-78190-722-1	978-1-78190-723-8							https://www.emerald.com/insight/publication/doi/10.1108/S1572-8323%282013%2921	Mohan	10.1108/S1572-8323(2013)21		Fulltext		Emerald		2013-10-29	2013-10-29	21		Kamath		Monograph	P		9d6ecf37-921a-4536-b566-9871cedc7b88	81abc4ce-ce8e-43fb-bb0c-008d2b79714c
Global Banking, Financial Markets and Crises	978-1-78350-170-0	978-1-78350-171-7							https://www.emerald.com/insight/publication/doi/10.1108/S1569-3767%282013%2914	Park	10.1108/S1569-3767(2013)14		Fulltext		Emerald		2013-10-24	2013-10-24	14		Jeon		Monograph	P		222ffa71-ed80-445d-98af-d26e6cf30acb	0d93b56a-32f3-4a1f-beb9-d77039ed82fe
Challenges for the Trade of Central and Southeast Europe	978-1-78190-832-7	978-1-78190-833-4							https://www.emerald.com/insight/publication/doi/10.1108/S1876-066X%282013%2929	Renko	10.1108/S1876-066X(2013)29		Fulltext		Emerald		2013-10-21	2013-10-21	29		Renko		Monograph	P		0aed6eef-676d-4a9f-a062-1b997e95daa9	52a29cd8-4d53-4f53-bb30-a0e9cb51d27f
Institutional Investors’ Power to Change Corporate Behavior: International Perspectives	978-1-78190-770-2	978-1-78190-771-9							https://www.emerald.com/insight/publication/doi/10.1108/S2043-9059%282013%295	Reddy	10.1108/S2043-9059(2013)5		Fulltext		Emerald		2013-10-21	2013-10-21	5		Young		Monograph	P		2a6c3e50-b71e-44dc-8218-d12e4ea9ed6b	a3057a69-02f3-4a5f-96ae-a1143cb00be8
International Marketing in Rapidly Changing Environments	978-1-78190-896-9	978-1-78190-897-6							https://www.emerald.com/insight/publication/doi/10.1108/S1474-7979%282013%2924	Jean	10.1108/S1474-7979(2013)24		Fulltext		Emerald		2013-10-10	2013-10-10	24		Jean		Monograph	P		a1114ca9-70f0-4030-82db-47f8dfce19a7	4df87996-2b54-46ad-acb9-cd4ca804e18a
Advances in Group Processes	978-1-78190-976-8	978-1-78190-977-5							https://www.emerald.com/insight/publication/doi/10.1108/S0882-6145%282013%2930	Zelditch	10.1108/S0882-6145(2013)30		Fulltext		Emerald		2013-09-23	2013-09-23	30		Thye		Monograph	P		b06ed488-2843-4d91-b0ba-3b691544a167	a3d8e86c-6023-43e5-83c7-b60b26bbfce3
Managing Reality: Accountability and the Miasma of Private and Public Domains	978-1-78052-618-8	978-1-78052-619-5							https://www.emerald.com/insight/publication/doi/10.1108/S1041-7060%282013%2916	Amoah	10.1108/S1041-7060(2013)16		Fulltext		Emerald		2013-09-23	2013-09-23	16		Lehman		Monograph	P		82a8afbc-002e-47dd-b6a3-5db834ddcb18	cdeb7e27-5c79-4ca9-a293-67a3f7349bf6
The Role of Emotion and Emotion Regulation in Job Stress and Well Being	978-1-78190-585-2	978-1-78190-586-9							https://www.emerald.com/insight/publication/doi/10.1108/S1479-3555%282013%2911	Howe	10.1108/S1479-3555(2013)11		Fulltext		Emerald		2013-09-23	2013-09-23	11		Perrewé		Monograph	P		97422762-d94e-4d4a-9d78-87cf90f94cda	38eb0ce6-43d3-41e8-9884-bb26b16d2460
Research on Professional Responsibility and Ethics in Accounting	978-1-78190-844-0	978-1-78190-845-7							https://www.emerald.com/insight/publication/doi/10.1108/S1574-0765%282013%2917	Tervo	10.1108/S1574-0765(2013)17		Fulltext		Emerald		2013-09-16	2013-09-16	17		Jeffrey		Monograph	P		1876bc45-0a7a-421c-84ca-4f841a386d6e	d8bf91b0-eac0-40e3-8e8b-660aa520a8e8
Getting Things Done	978-1-78190-954-6	978-1-78190-955-3							https://www.emerald.com/insight/publication/doi/10.1108/S2046-6072%282013%292	Marens	10.1108/S2046-6072(2013)2		Fulltext		Emerald		2013-09-05	2013-09-05	2		Malin		Monograph	P		dc240247-0b02-4d4f-a8e2-2174f5914022	4ef0292b-1fb8-434a-b38c-b270aed365e9
International Financial Markets	978-1-78190-311-7	978-1-78190-312-4							https://www.emerald.com/insight/publication/doi/10.1108/S1574-8715%282013%2913	Martinez	10.1108/S1574-8715(2013)13		Fulltext		Emerald		2013-08-28	2013-08-28	13		Fung		Monograph	P		3519ba35-ee78-43d1-ae44-84fea6852d81	4d0c2321-786e-44f3-bb1e-307635430f5e
